ID,CITY,STATE,INSTALL DATE
OKC,OKLAHOMA CITY,OK,1/14/2009
PNC,PONCA CITY,OK,2/6/2009
PWA,OKLAHOMA CITY,OK,1/7/2009
RVS,TULSA,OK,2/12/2009
SWO,STILLWATER,OK,1/20/2009
TUL,TULSA,OK,4/22/2009
AST,ASTORIA,OR,3/20/2006
BKE,BAKER,OR,5/8/2006
BNO,BURNS,OR,5/8/2006
DLS,THE DALLES,OR,6/22/2006
EUG,EUGENE,OR,4/5/2007
HIO,PORTLAND,OR,3/16/2007
HRI,HERMISTON,OR,4/19/2007
LMT,KLAMATH FALLS,OR,5/25/2007
MEH,MEACHAM,OR,9/28/2006
MFR,MEDFORD,OR,4/6/2007
MMV,MCMINNVILLE,OR,4/3/2006
ONO,ONTARIO,OR,5/8/2006
PDT,PENDLETON,OR,4/26/2007
PDX,PORTLAND,OR,2/1/2007
RBG,ROSEBURG,OR,2/27/2006
RDM,REDMOND,OR,3/22/2007
REO,ROME,OR,9/6/2006
SLE,SALEM,OR,5/15/2007
SPB,SCAPPOOSE,OR,2/27/2006
SXT,SEXTON SUMMIT,OR,12/16/2005
TTD,PORTLAND,OR,4/4/2007
UAO,AURORA,OR,1/15/2003
PGUM,AGANA,P3,8/9/2004
ABE,ALLENTOWN,PA,9/30/2008
AGC,PITTSBURGH,PA,4/3/2007
AOO,ALTOONA,PA,8/21/2008
AVP,WILKES-BARRE/SCRANTON,PA,3/28/2007
BFD,BRADFORD,PA,11/17/2005
CXY,HARRISBURG,PA,7/12/2007
DUJ,DU BOIS,PA,4/2/2007
DYL,DOYLESTOWN,PA,9/2/2008
ERI,ERIE,PA,8/21/2008
FIG,CLEARFIELD,PA,10/27/2005
GKJ,MEADVILLE,PA,1/6/2006
IPT,WILLIAMSPORT,PA,5/30/2007
JST,JOHNSTOWN,PA,8/25/2006
LNS,LANCASTER,PA,8/15/2008
MDT,HARRISBURG,PA,8/22/2008
MPO,MOUNT POCONO,PA,9/19/2008
PHL,PHILADELPHIA,PA,7/30/2009
PIT,PITTSBURGH,PA,7/28/2009
PNE,PHILADELPHIA,PA,7/12/2007
PTW,POTTSTOWN,PA,9/4/2008
RDG,READING,PA,11/19/2008
SEG,SELINSGROVE,PA,8/18/2008
THV,YORK,PA,3/15/2005
SJU,SAN JUAN,PR,1/27/2009
TJNR,ROOSEVELT ROADS,PR,6/24/2009
PVD,PROVIDENCE,RI,7/17/2009
UUU,NEWPORT,RI,9/26/2006
WST,WESTERLY,RI,3/21/2007
AND,ANDERSON,SC,10/21/2008
CAE,WEST COLUMBIA,SC,5/12/2009
CEU,CLEMSON,SC,10/2/2008
CHS,CHARLESTON,SC,6/10/2009
CRE,NORTH MYRTLE BEACH,SC,4/20/2007
CUB,COLUMBIA,SC,4/28/2009
FLO,FLORENCE,SC,4/17/2007
GMU,GREENVILLE,SC,10/28/2008
GRD,GREENWOOD,SC,10/15/2008
GSP,GREER,SC,11/5/2008
OGB,ORANGEBURG,SC,4/29/2009
UZA,ROCK HILL,SC,5/19/2009
2WX,BUFFALO,SD,9/30/2008
8D3,SISSETON,SD,11/7/2005
9V9,CHAMBERLAIN,SD,6/11/2009
ABR,ABERDEEN,SD,10/27/2005
ATY,WATERTOWN,SD,11/7/2005
CUT,CUSTER,SD,10/20/2005
D07,FAITH,SD,10/30/2008
FSD,SIOUX FALLS,SD,6/7/2006
HON,HURON,SD,4/28/2009
ICR,WINNER,SD,8/21/2008
IEN,PINE RIDGE,SD,10/29/2008
MBG,MOBRIDGE,SD,1/9/2007
MHE,MITCHELL,SD,2/3/2006
PHP,PHILIP,SD,5/15/2007
PIR,PIERRE,SD,11/17/2005
RAP,RAPID CITY,SD,9/28/2006
BNA,NASHVILLE,TN,4/5/2007
CHA,CHATTANOOGA,TN,3/27/2007
CKV,CLARKSVILLE,TN,4/19/2007
CSV,CROSSVILLE,TN,4/10/2007
MEM,MEMPHIS,TN,10/6/2008
MKL,JACKSON,TN,9/30/2008
OQT,OAK RIDGE,TN,3/22/2007
TRI,BRISTOL/JOHNSON/KINGSPORT,TN,4/23/2007
TYS,KNOXVILLE,TN,4/17/2007
6R6,DRYDEN,TX,5/31/2007
ABI,ABILENE,TX,1/29/2009
ACT,WACO,TX,3/2/2007
AFW,FORT WORTH,TX,2/20/2007
ALI,ALICE,TX,2/27/2007
AMA,AMARILLO,TX,8/25/2006
ATT,AUSTIN,TX,3/8/3007
AUS,AUSTIN,TX,10/30/2008
BAZ,NEW BRAUNFELS,TX,5/13/2005
BGD,BORGER,TX,9/5/2006
BMQ,BURNET,TX,9/3/2008
BPT,PORT ARTHUR,TX,6/20/2007
BRO,BROWNSVILLE,TX,4/6/2007
CDS,CHILDRESS,TX,4/26/2007
CLL,COLLEGE STATION,TX,6/23/2009
COT,COTULLA,TX,2/26/2007
CRP,CORPUS CHRISTI,TX,2/13/2006
CRS,CORSICANA,TX,2/22/2007
CXO,CONROE,TX,5/26/2009
DAL,DALLAS,TX,5/28/2009
DFW,DALLAS-FORT WORTH,TX,5/27/2009
DHT,DALHART,TX,9/5/2006
DRT,DEL RIO,TX,6/7/2007
DTO,DENTON,TX,2/27/2007
DWH,HOUSTON,TX,7/31/2007
ELP,EL PASO,TX,11/13/2008
FST,FORT STOCKTON,TX,5/1/2007
FTW,FORT WORTH,TX,2/10/2003
GDP,PINE SPRINGS,TX,5/22/2007
GGG,LONGVIEW,TX,10/8/2008
GKY,ARLINGTON,TX,2/26/2007
GLS,GALVESTON,TX,5/30/2007
HDO,HONDO,TX,5/2/2007
HOU,HOUSTON,TX,6/27/2007
HRL,HARLINGEN,TX,5/9/2007
IAH,HOUSTON,TX,6/11/2009
INK,WINK,TX,4/3/2007
JCT,JUNCTION,TX,3/28/2007
LBB,LUBBOCK,TX,4/11/2007
LBX,ANGLETON/LAKE JACKSON,TX,6/21/2007
LFK,BURKE,TX,11/20/2008
LVJ,HOUSTON,TX,6/6/2007
MAF,MIDLAND,TX,4/11/2007
MFE,MC ALLEN,TX,5/15/2007
MWL,MINERAL WELLS,TX,2/21/2006
ODO,ODESSA,TX,3/29/2007
PIL,PORT ISABEL,TX,4/3/2007
PSX,PALACIOS,TX,6/11/2007
RBD,DALLAS,TX,3/7/2007
RKP,ROCKPORT,TX,3/1/2007
SAT,SAN ANTONIO,TX,10/22/2008
SGR,HOUSTON,TX,6/22/2007
SJT,SAN ANGELO,TX,5/23/2007
SPS,WICHITA FALLS,TX,3/24/2009
SSF,SAN ANTONIO,TX,9/9/2008
TKI,MCKINNEY,TX,3/5/2007
TRL,TERREL,TX,3/6/2007
TYR,TYLER,TX,10/30/2008
UTS,HUNTSVILLE,TX,6/19/2009
VCT,VICTORIA,TX,2/23/2007
BCE,BRYCE CANYON,UT,9/19/2006
CDC,CEDAR CITY,UT,12/6/2006
CNY,MOAB,UT,5/3/2007
LGU,LOGAN,UT,11/7/2005
MLF,MILFORD,UT,2/13/2006
OGD,OGDEN,UT,2/22/2007
PUC,PRICE,UT,11/7/2005
SLC,SALT LAKE CITY,UT,5/23/2007
VEL,VERNAL,UT,3/27/2007
AKQ,WAKEFIELD,VA,3/13/2007
CHO,CHARLOTTESVILLE,VA,4/23/2007
DAN,DANVILLE,VA,10/15/2008
IAD,WASHINGTON DULLES,VA,10/3/2006
LYH,LYNCHBURG,VA,10/30/2008
OFP,RICHMOND,VA,3/29/2007
ORF,NORFOLK,VA,3/27/2007
PHF,NEWPORT NEWS,VA,3/20/2007
RIC,RICHMOND,VA,3/28/2007
ROA,ROANOKE,VA,10/23/2008
WAL,WALLOPS ISLAND,VA,4/11/2007
STT,CHARLOTTE AMALIE,VI,6/3/2009
STX,CHRISTIANSTED,VI,3/25/2009
BTV,SOUTH BURLINGTON,VT,9/24/2002
DDH,BENNINGTON,VT,11/7/2005
MPV,BARRE/MONTPELIER,VT,10/27/2005
MVL,MORRISVILLE,VT,11/7/2005
VSF,SPRINGFIELD,VT,11/7/2005
ALW,WALLA WALLA,WA,8/22/2007
BFI,SEATTLE,WA,5/17/2007
BLI,BELLINGHAM,WA,4/3/2007
CLM,PORT ANGELES,WA,5/8/2006
DEW,DEER PARK,WA,9/12/2006
EAT,WENATCHEE,WA,12/16/2005
ELN,ELLENSBURG,WA,7/11/2007
EPH,EPHRATA,WA,11/17/2005
FHR,FRIDAY HARBOR,WA,12/16/2005
GEG,SPOKANE,WA,6/14/2007
HQM,HOQUIAM,WA,4/10/2006
MWH,MOSES LAKE,WA,8/15/2007
OLM,OLYMPIA,WA,5/10/2007
OMK,OMAK,WA,6/27/2007
PAE,EVERETT,WA,3/29/2007
PSC,PASCO,WA,8/15/2007
PUW,PULLMAN/MOSCOW,WA,11/7/2005
RNT,RENTON,WA,3/30/2007
SEA,SEATTLE,WA,5/17/2007
SFF,SPOKANE,WA,6/26/2007
SHN,SHELTON,WA,11/17/2005
SMP,STAMPEDE PASS,WA,11/7/2005
TIW,TACOMA,WA,5/16/2007
UIL,QUILLAYUTE,WA,5/25/2006
VUO,VANCOUVER,WA,2/13/2006
YKM,YAKIMA,WA,8/8/2007
ASX,ASHLAND,WI,11/17/2005
AUW,WAUSAU,WI,10/4/2005
EAU,EAU CLAIRE,WI,3/20/2007
ENW,KENOSHA,WI,3/26/2007
FLD,FOND DU LAC,WI,10/20/2005
GRB,GREEN BAY,WI,8/26/2005
HYR,HAYWARD,WI,11/7/2005
ISW,WISCONSIN RAPIDS,WI,10/4/2005
LNR,LONE ROCK,WI,5/9/2007
LSE,LA CROSSE,WI,9/20/2006
MFI,MARSHFIELD,WI,10/4/2005
MKE,MILWAUKEE,WI,9/14/2006
MSN,MADISON,WI,5/10/2007
OSH,OSHKOSH,WI,11/4/2002
OVS,BOSCOBEL,WI,10/7/2005
RAC,RACINE,WI,10/27/2005
RHI,RHINELANDER,WI,10/7/2005
SBM,SHEBOYGAN,WI,10/4/2005
BKW,BECKLEY,WV,3/9/2007
BLF,BLUEFIELD,WV,10/3/2008
CKB,CLARKSBURG,WV,5/22/2007
CRW,CHARLESTON,WV,9/19/2006
EKN,ELKINS,WV,9/22/2006
HLG,WHEELING,WV,2/27/2007
HTS,HUNTINGTON,WV,1/26/2007
MGW,MORGANTOWN,WV,2/28/2007
MRB,MARTINSBURG,WV,3/14/2007
PKB,PARKERSBURG,WV,5/3/2007
BPI,BIG PINEY,WY,6/11/2007
BYG,BUFFALO,WY,9/6/2006
CPR,CASPER,WY,4/11/2007
CYS,CHEYENNE,WY,9/26/2006
DGW,DOUGLAS,WY,9/23/2008
EVW,EVANSTON,WY,10/20/2005
GCC,GILLETTE,WY,1/24/2007
GEY,GREYBULL,WY,7/18/2007
LAR,LARAMIE,WY,9/28/2006
LND,LANDER,WY,11/17/2005
P60,CODY,WY,6/27/2007
RIW,RIVERTON,WY,11/7/2005
RKS,ROCK SPRINGS,WY,5/29/2007
RWL,RAWLINS,WY,9/4/2008
SHR,SHERIDAN,WY,8/30/2006
TOR,TORRINGTON,WY,9/13/2006
WRL,WORLAND,WY,5/31/2007
